bus,load_MW,p_inj_mw,neighbor_count,v_deviation,load_ratio,gen_flag,degree_centrality,scenario
36,-0.9092825697515321,0.1068598111944266,1.1440659475470563,0.1939930389270111,-0.9082402633762666,0,1.1440589847396623,0
37,-0.9092825697515321,0.1068598111944266,-0.5157674353695747,-1.6064489894202458,-0.9082402633762666,0,-0.5157642963990284,0
38,-0.18565407423811062,-0.20664139832701778,-0.5157674353695747,-0.6509272438451463,-0.13402202021057735,0,-0.5157642963990284,0
39,0.9489031431360059,-0.6981713230374975,0.5907881532415127,-0.572704749973845,1.0798534712225119,0,0.5907845576934321,0
40,-0.011815749934843162,-0.2819542491450168,-0.5157674353695747,-0.7609781991972248,0.05196955263572277,0,-0.5157642963990284,0
41,1.4453123201407885,-0.9132331653687987,0.5907881532415127,0.055180627647830834,1.6109672171499485,0,0.5907845576934321,0
42,-0.4569592116132558,-0.08910251028731633,-0.5157674353695747,-0.8472158646839931,-0.4242944294961995,0,-0.5157642963990284,0
43,-0.534443222324119,-0.05553372295094528,-0.5157674353695747,-1.1980942141972952,-0.5071954415734434,0,-0.5157642963990284,0
44,0.3131980416310049,-0.4227616073388792,0.03751035893596896,-1.2728557361979491,0.39970545340645636,0,0.03751013064720171,0
45,-0.20462242920486787,-0.031726357623697646,0.03751035893596896,0.8923611311434019,-0.1543164759280604,0,0.03751013064720171,0
46,-0.10501567067222711,-0.2415767791315648,0.03751035893596896,0.8344886444684492,-0.04774608783982637,0,0.03751013064720171,0
47,-0.38236821581214864,-0.1214179422362263,-0.5157674353695747,1.4637682969236194,-0.3444886865173544,0,-0.5157642963990284,0
48,1.2598196887023676,0.9569311674915081,5.017010507685862,1.72954163463901,1.4125065703915023,1,5.016979974063275,0
49,-0.4445845484436126,-0.09446364779800971,-0.5157674353695747,0.6195422076239496,-0.4110546385836391,0,-0.5157642963990284,0
50,-0.45826034007111444,-0.08853881586702954,0.03751035893596896,-0.9010857625127806,-0.4256865214259976,0,0.03751013064720171,0
51,-0.47414888977212616,-0.08165533963621217,-0.5157674353695747,-1.3520870974373798,-0.44268585894827167,0,-0.5157642963990284,0
52,-0.28063194583928536,-0.1654936577262077,-0.5157674353695747,-1.7415514243526466,-0.23563991025580713,0,-0.5157642963990284,0
53,2.1604291986158395,-0.8019168612097757,1.6973437418526,-1.2005901275955395,2.376078785784709,0,1.6973334117858925,0
54,0.6424341933818367,-0.5653982398540744,0.03751035893596896,-1.326167203119872,0.7519589046947541,0,0.03751013064720171,0
55,1.1090736605479632,-0.767562801191902,1.6973437418526,-1.242449152770309,1.2512217041852574,0,1.6973334117858925,0
56,-0.5922094192938611,-0.030507383148476525,-0.5157674353695747,-0.6475862553483245,-0.5690001435849984,0,-0.5157642963990284,0
57,-0.6317777850167848,-0.013364981225619446,-0.5157674353695747,-1.1590956536190464,-0.6113347818487997,0,-0.5157642963990284,0
58,5.597687556848883,-1.3522886522442235,1.6973437418526,0.05518062764784478,6.053640053641677,0,1.6973334117858925,0
59,0.831761623643022,-0.6474215138827678,0.03751035893596896,0.3855897819145805,0.9545224457226528,0,0.03751013064720171,0
60,-0.9092825697515321,1.5106264213876828,0.03751035893596896,0.47377087939562096,-0.9082402633762666,1,0.03751013064720171,0
61,1.1741223245344652,-0.7957441607762195,0.5907881532415127,0.599347954919958,1.320817999334155,0,0.5907845576934321,0
62,-0.9092825697515321,0.1068598111944266,-1.0690452296751185,-0.7526628130046356,-0.9082402633762666,0,-1.069038723445259,0
63,-0.9092825697515321,0.1068598111944266,-0.5157674353695747,-0.10059807670610572,-0.9082402633762666,0,-0.5157642963990284,0
64,-0.9092825697515321,3.5373144648541963,-0.5157674353695747,0.8923611311434112,-0.9082402633762666,1,-0.5157642963990284,0
65,0.11702445762444898,3.1014558552539957,0.5907881532415127,2.776017264008481,0.18981713570372222,1,0.5907845576934321,0
66,-0.16558883914361025,-0.21533436095972178,-0.5157674353695747,1.4425427766886398,-0.11255400014242278,0,-0.5157642963990284,0
67,-0.9092825697515321,0.1068598111944266,-1.622323023980662,0.5262768505887786,-0.9082402633762666,0,-1.6223131504914892,0
68,-0.9092825697515321,0.1068598111944266,1.1440659475470563,2.1481318863867815,-0.9082402633762666,0,1.1440589847396623,0
69,0.8740088791035273,-0.6657245046687135,1.1440659475470563,0.013321602473070413,0.999723258161634,0,1.1440589847396623,0
70,-0.9092825697515321,0.1068598111944266,0.03751035893596896,0.08766402131419944,-0.9082402633762666,0,0.03751013064720171,0
71,-0.6085093699722732,-0.023445673604829482,-0.5157674353695747,-0.1541144982260549,-0.5864396436270383,0,-0.5157642963990284,0
72,-0.7548925905114791,0.03997266464085421,-1.0690452296751185,0.3063347786965049,-0.7430566930349517,0,-1.069038723445259,0
73,0.663262933808124,-0.5744219797384695,-0.5157674353695747,-1.0750130520712025,0.7742438076804399,0,-0.5157642963990284,0
74,0.17040910506963744,-0.3609004388030704,1.1440659475470563,-0.9296941276531238,0.246933968737928,0,1.1440589847396623,0
75,0.8816433006039527,-0.6690320034601779,-0.5157674353695747,-1.7028984296928689,1.0078914113483768,0,-0.5157642963990284,0
76,0.6241618992751061,-0.5574820420554689,2.250621536158144,0.9342201563181948,0.7324091722980464,0,2.250607838832123,0
77,0.916153593518649,-0.6839830710822737,-0.5157674353695747,0.7788332775082558,1.0448143607861162,0,-0.5157642963990284,0
78,0.140753461713989,-0.3480525754052422,-0.5157674353695747,1.016310374348243,0.21520506331047093,0,-0.5157642963990284,0
79,2.4879422408463228,2.8200422412522443,2.250621536158144,2.3574270122607,2.726488662871745,1,2.250607838832123,0
80,-0.9092825697515321,0.1068598111944266,-1.622323023980662,-0.09448757203109237,-0.9082402633762666,0,-1.6223131504914892,0
81,0.47525311481714555,-0.4929695410616867,0.03751035893596896,0.0823272928510345,0.573089993728133,0,0.03751013064720171,0
82,-0.3958077611477697,-0.11559546047347302,0.03751035893596896,-0.02423620655397507,-0.35886780680242225,0,0.03751013064720171,0
83,-0.6439300127145293,-0.008100210552209417,-0.5157674353695747,-0.18556097251998566,-0.6243365865552627,0,-0.5157642963990284,0
84,-0.3701566353410873,-0.12670842660988263,1.1440659475470563,0.05518062764784942,-0.33142337961305185,0,1.1440589847396623,0
85,-0.3857616010192879,-0.11994780891034679,-1.0690452296751185,-0.06853691911453619,-0.3481193074087992,0,-1.069038723445259,0
86,-0.9092825697515321,0.141953976449258,-1.622323023980662,1.3109513828912105,-0.9082402633762666,1,-1.6223131504914892,0
87,0.2225589589329543,-0.38349358205804485,-0.5157674353695747,0.15349967709899084,0.30272968227012914,0,-0.5157642963990284,0
88,-0.9092825697515321,5.432399388615091,1.6973437418526,0.8923611311434112,-0.9082402633762666,1,1.6973334117858925,0
89,3.126322437049329,-1.641505625804041,0.03751035893596896,0.055180627647830834,3.4094987945075754,0,0.03751013064720171,0
90,-0.6346716798648789,-0.012111244618050266,-0.5157674353695747,-0.15411449822604564,-0.6144309924030953,0,-0.5157642963990284,0
91,0.6310626956486157,-0.5604717087465539,2.250621536158144,0.26447575352173053,0.7397924117335692,0,2.250607838832123,0
92,-0.6377158313027907,-0.010792411592998296,-0.5157674353695747,0.06385984819775205,-0.6176879641680313,0,-0.5157642963990284,0
93,-0.189706718303747,-0.20488565097293457,1.1440659475470563,0.21441873365028358,-0.13835798954860987,0,1.1440589847396623,0
94,0.10123915845510137,-0.3309335952353566,-0.5157674353695747,-0.22652811834046965,0.1729282670832764,0,-0.5157642963990284,0
95,0.09003145891885063,-0.3260780272438355,1.1440659475470563,0.28412831833995394,0.1609370236500996,0,1.1440589847396623,0
96,-0.5243746729595348,-0.059895771189087094,-0.5157674353695747,1.0612967846678016,-0.4964229876850091,0,-0.5157642963990284,0
97,0.010037355515068331,-0.2914217798362815,-0.5157674353695747,1.508786877192609,0.07535043524889401,0,-0.5157642963990284,0
98,0.1958340474786513,-0.3719154143694811,-0.5157674353695747,1.101656257017311,0.2741363997733852,0,-0.5157642963990284,0
99,0.006293560169930028,1.9211325744889585,2.8038993304636874,1.39466943324075,0.07134490662079823,1,2.8038822658783533,0
100,-0.3104024275453199,-0.15259604233275093,-0.5157674353695747,0.27554460941184605,-0.2674916825223055,0,-0.5157642963990284,0
101,-0.7928287052156867,0.05640791825241241,-0.5157674353695747,0.20890337655154226,-0.7836449676274067,0,-0.5157642963990284,0
102,-0.39375286214478716,0.23445593785340882,0.5907881532415127,1.1016562570173016,-0.3566692473125236,1,0.5907845576934321,0
103,-0.04199242614978568,-0.2688806560632392,0.03751035893596896,-0.5308457247990753,0.019683188308491428,0,0.03751013064720171,0
104,-0.0826691168590131,-0.2512580889369616,1.1440659475470563,-0.7819998758477354,-0.02383725928851461,0,1.1440589847396623,0
105,0.1692617157147424,-0.36040334954693704,0.03751035893596896,-1.0274139751503872,0.24570636399864315,0,0.03751013064720171,0
106,0.2535242490435226,-0.39690883030080226,-0.5157674353695747,-1.3261672031198763,0.3358597934489466,0,-0.5157642963990284,0
107,-0.858641804733966,0.08492045808363725,-0.5157674353695747,-0.7538890668641652,-0.8540591409252376,0,-0.5157642963990284,0
108,-0.7236689454214346,0.026445487972041447,-0.5157674353695747,-0.7204112313764246,-0.7096501649660266,0,-0.5157642963990284,0
109,0.12448082546703314,-0.34100269942999667,0.5907881532415127,-0.4471276744495127,0.19779478728498948,0,0.5907845576934321,0
110,-0.9092825697515321,0.4227072984879093,-1.0690452296751185,-0.15411449822605028,-0.9082402633762666,1,-1.069038723445259,0
111,0.7898276265642579,-0.6292542375997439,-1.0690452296751185,-0.3634096240999686,0.9096567919396283,0,-1.069038723445259,0
112,-0.7617353983800816,0.042937208680551994,-0.5157674353695747,0.39005282904605826,-0.7503778899187077,0,-0.5157642963990284,0
113,-0.7164173863255341,0.023303858584066486,-0.5157674353695747,-1.0129634232293476,-0.7018916405598573,0,-0.5157642963990284,0
114,-0.3349604726553175,-0.14195663703956396,-0.5157674353695747,-1.0184168731556393,-0.2937666104149059,0,-0.5157642963990284,0
115,3.5940246596870433,-1.8441306100354307,-1.622323023980662,0.8923611311434204,3.909898647996406,0,-1.6223131504914892,0
116,-0.4531054406757257,-0.09077209883672396,-1.0690452296751185,-0.4536526924454088,-0.42017123674837853,0,-1.069038723445259,0
117,-0.15050432205230863,-0.22186950210257395,-0.5157674353695747,-1.597805483758502,-0.09641490612686136,0,-0.5157642963990284,0
0,0.28304748128810403,-0.4096993285675846,-0.5157674353695747,-1.2005901275955486,0.3666239355845004,0,-0.5157642963990284,1
1,-0.4349893054194668,-0.09862064315180327,-0.5157674353695747,-0.5338613602462281,-0.4011159969217215,0,-0.5157642963990284,1
2,0.0185848501725786,-0.2951248539000057,0.03751035893596896,-0.6925381224313076,0.08385496563513592,0,0.03751013064720171,1
3,0.09484261927075453,-0.3281623904203482,-0.5157674353695747,0.599347954919958,0.16539136541899851,0,-0.5157642963990284,1
4,-0.9092825697515321,0.1068598111944266,0.5907881532415127,0.773320083829226,-0.9082402633762666,0,0.5907845576934321,1
5,0.3805929522493687,-0.45195944314198117,-0.5157674353695747,0.26447575352171193,0.4709215909114392,0,-0.5157642963990284,1
6,-0.4803464010493252,-0.07897036068158136,-0.5157674353695747,0.23368923650174567,-0.44961275110226695,0,-0.5157642963990284,1
7,-0.22198912536978857,-0.1908997815327227,-0.5157674353695747,1.3109513828912105,-0.17337175472908284,0,-0.5157642963990284,1
8,-0.9092825697515321,0.1068598111944266,-0.5157674353695747,2.4795802335548536,-0.9082402633762666,0,-0.5157642963990284,1
9,-0.9092825697515321,4.054953402362959,-1.0690452296751185,2.776017264008499,-0.9082402633762666,1,-1.069038723445259,1
10,0.8728014423350439,-0.6652014007698384,0.5907881532415127,0.010131961819603888,0.997201191000042,0,0.5907845576934321,1
11,0.16673755324651413,0.3864412177088745,2.250621536158144,0.2644757535217352,0.24226293074809968,1,2.250607838832123,1
12,0.02027466552876933,-0.2958569410985037,-0.5157674353695747,-0.7758903955172147,0.08566175151508847,0,-0.5157642963990284,1
13,-0.5929940323719489,-0.030167461281783953,-0.5157674353695747,-0.014096385595375337,-0.5700579517794832,0,-0.5157642963990284,1
14,1.6012769696069313,-0.980802514217523,1.1440659475470563,-0.5727047499738683,1.7761024429883008,0,1.1440589847396623,1
15,-0.3373200759412694,-0.1409343742504074,-0.5157674353695747,-0.035132014431807655,-0.296686016403099,0,-0.5157642963990284,1
16,-0.6078673949373059,-0.02372379967530993,1.1440659475470563,0.44769354650946064,-0.5859608617465712,0,1.1440589847396623,1
17,0.7563355090289515,-0.6147442792138414,-0.5157674353695747,-0.447127674449508,0.8726733820758047,0,-0.5157642963990284,1
18,0.36095959615252066,-0.4434535856177277,0.5907881532415127,-0.9075769513720817,0.4499291964217632,0,0.5907845576934321,1
19,-0.42060140472750296,-0.10485398567130252,-0.5157674353695747,-1.3742519693556103,-0.38573215293121405,0,-0.5157642963990284,1
20,-0.5311150717559913,-0.056975594346345824,-0.5157674353695747,-1.4536770296983623,-0.5038956744055271,0,-0.5157642963990284,1
21,-0.6474858346359913,-0.0065597039522996645,-0.5157674353695747,-1.0019068688489863,-0.6283217251220268,0,-0.5157642963990284,1
22,-0.7202192844376035,0.024950974008626208,0.5907881532415127,0.5022708118387557,-0.7060898490891574,0,0.5907845576934321,1
23,-0.6090631029295317,-0.023205777093112834,0.03751035893596896,0.34819380387128857,-0.5872393377108153,0,0.03751013064720171,1
24,-0.9092825697515321,2.037038900210154,-0.5157674353695747,2.776017264008481,-0.9082402633762666,1,-0.5157642963990284,1
25,-0.9092825697515321,2.8617517836986917,-1.0690452296751185,1.310951382891192,-0.9082402633762666,1,-1.069038723445259,1
26,0.9035719125068342,-0.6785322461915011,0.5907881532415127,-0.6564228003234124,1.0301016205186986,0,0.5907845576934321,1
27,-0.47747501679414256,-0.08021434491186227,-0.5157674353695747,-0.9680829211396635,-0.4465426070719288,0,-0.5157642963990284,1
28,-0.24960854662897336,-0.17893408086625945,-0.5157674353695747,-0.896058693003381,-0.2029030169233459,0,-0.5157642963990284,1
29,-0.9092825697515321,0.1068598111944266,0.03751035893596896,-0.14671736527074036,-0.9082402633762666,0,0.03751013064720171,1
30,0.16950261512831577,-0.29909292641450297,0.03751035893596896,-0.6982818254981914,0.2452193926756897,0,0.03751013064720171,1
31,0.5430562068434549,-0.5223442153473645,1.1440659475470563,-0.8657179261973121,0.644630696664544,0,1.1440589847396623,1
32,-0.3075581013943005,-0.1538283040445916,-0.5157674353695747,-0.6654090921487329,-0.2648638914744948,0,-0.5157642963990284,1
33,0.50053504017441,-0.5039225566320724,0.5907881532415127,0.013321602473065765,0.5991661769729176,0,0.5907845576934321,1
34,-0.14614121850291262,-0.22375975137894116,-0.5157674353695747,-0.15389479777082754,-0.09227358820515928,0,-0.5157642963990284,1
35,-0.12871399622204682,-0.23130983446373474,-0.5157674353695747,-0.1541144982260549,-0.07364003807880366,0,-0.5157642963990284,1
36,-0.9092825697515321,0.1068598111944266,1.1440659475470563,0.20774579077194544,-0.9082402633762666,0,1.1440589847396623,1
37,-0.9092825697515321,0.1068598111944266,-0.5157674353695747,-1.5011519070102932,-0.9082402633762666,0,-0.5157642963990284,1
38,-0.23943666970671135,-0.18334089422146027,-0.5157674353695747,-0.6295387063269907,-0.19202703362231283,0,-0.5157642963990284,1
39,0.6542111626114836,-0.570500435415585,0.5907881532415127,-0.5727047499738543,0.7634798974560258,0,0.5907845576934321,1
40,-0.0024451094294193057,-0.28601393882094195,-0.5157674353695747,-0.7558861845774161,0.06136929350198656,0,-0.5157642963990284,1
41,1.4429401524649244,-0.9122054592458614,0.5907881532415127,0.05518062764784013,1.6068054103623641,0,0.5907845576934321,1
42,-0.4724944417083031,-0.08237210448490837,-0.5157674353695747,-0.6358194674341567,-0.44121727214336925,0,-0.5157642963990284,1
43,-0.5159748099005834,-0.0635348860734828,-0.5157674353695747,-0.5441923883468756,-0.4877073901418528,0,-0.5157642963990284,1
44,0.49216963195019336,-0.5002983687888728,0.03751035893596896,-0.38662278984642745,0.5902217077418966,0,0.03751013064720171,1
45,-0.23504299362089415,-0.01854710363096656,0.03751035893596896,0.8923611311433925,-0.18732922336519947,0,0.03751013064720171,1
46,0.04411185156157216,-0.30618404499118435,0.03751035893596896,0.8247326034128833,0.11114896879246125,0,0.03751013064720171,1
47,-0.35241251519327765,-0.13439580095006154,-0.5157674353695747,1.4973846352320428,-0.3128231677401795,0,-0.5157642963990284,1
48,1.282948557498072,0.9469109314349229,5.017010507685862,1.7295416346390007,1.4357390547169409,1,5.016979974063275,1
49,-0.4966710443679218,-0.07189795342134062,-0.5157674353695747,0.6316628668087844,-0.4670674007687216,0,-0.5157642963990284,1
50,-0.475284222937392,-0.08116347354369725,0.03751035893596896,-0.9553325635820611,-0.44420016451347843,0,0.03751013064720171,1
51,-0.41551253668458893,-0.10705866154634064,-0.5157674353695747,-1.418470534535238,-0.3802910289106547,0,-0.5157642963990284,1
52,-0.30573820294432597,-0.15461674779550888,-0.5157674353695747,-1.7613570549876345,-0.26291801803316556,0,-0.5157642963990284,1
53,2.160173450883922,-0.8018060623346823,1.6973437418526,-1.2005901275955302,2.3736862364051596,0,1.6973334117858925,1
54,0.6980260351222117,-0.5894825728138577,0.03751035893596896,-1.3261672031198672,0.8103276744597613,0,0.03751013064720171,1
55,1.284928359656875,-0.843749216199727,1.6973437418526,-1.2424491527703185,1.4378559005442206,0,1.6973334117858925,1
56,-0.620958540688246,-0.018052256815421112,-0.5157674353695747,-0.6423692429840588,-0.5999581882642572,0,-0.5157642963990284,1
57,-0.5883893983442785,-0.032162350021003705,-0.5157674353695747,-1.2060648397198195,-0.5651345808839203,0,-0.5157642963990284,1
58,5.601888675393743,-1.3541087239430614,1.6973437418526,0.05518062764784942,6.0536400536556565,0,1.6973334117858925,1
59,1.1575228605503274,-0.7885526915780053,0.03751035893596896,0.3734137400760232,1.3016312793329698,0,0.03751013064720171,1
60,-0.9092825697515321,1.5106264213876828,0.03751035893596896,0.47377087939563955,-0.9082402633762666,1,0.03751013064720171,1
61,1.2086437295107562,-0.8107000425326009,0.5907881532415127,0.599347954919972,1.3562907803667563,0,0.5907845576934321,1
62,-0.9092825697515321,0.1068598111944266,-1.0690452296751185,-0.8013006562362267,-0.9082402633762666,0,-1.069038723445259,1
63,-0.9092825697515321,0.1068598111944266,-0.5157674353695747,-0.16152151274691176,-0.9082402633762666,0,-0.5157642963990284,1
64,-0.9092825697515321,3.5373144648541963,-0.5157674353695747,0.8923611311434112,-0.9082402633762666,1,-0.5157642963990284,1
65,-0.009204521730371033,3.1561426703113766,0.5907881532415127,2.7760172640084897,0.05414198866220292,1,0.5907845576934321,1
66,-0.1810324127240073,-0.20864366396975217,-0.5157674353695747,-0.10745910569117076,-0.12957998196138085,0,-0.5157642963990284,1
67,-0.9092825697515321,0.1068598111944266,-1.622323023980662,0.5159589767057029,-0.9082402633762666,0,-1.6223131504914892,1
68,-0.9092825697515321,0.1068598111944266,1.1440659475470563,2.1481318863867815,-0.9082402633762666,0,1.1440589847396623,1
69,0.599087542356069,-0.5466189524026586,1.1440659475470563,0.013321602473056473,0.7045405711181033,0,1.1440589847396623,1
70,-0.9092825697515321,0.1068598111944266,0.03751035893596896,0.0898823075210884,-0.9082402633762666,0,0.03751013064720171,1
71,-0.5890584811507966,-0.03187247991443114,-0.5157674353695747,-0.15411449822605958,-0.5658499781981341,0,-0.5157642963990284,1
72,-0.7725444997398387,0.04762008998101742,-1.0690452296751185,0.3063347786965189,-0.7620370623910188,0,-1.069038723445259,1
73,0.9921694804679237,-0.7169158157837309,-0.5157674353695747,-1.075013052071193,1.1248319910315452,0,-0.5157642963990284,1
74,0.17694170120253624,-0.36373058825361937,1.1440659475470563,-0.9795342953725422,0.2531734189125878,0,1.1440589847396623,1
75,1.0016467440235601,-0.7210216982995065,-0.5157674353695747,-1.7028984296928826,1.1349652792101512,0,-0.5157642963990284,1
76,0.7463804879192687,-0.6104314153920779,2.250621536158144,0.9342201563181948,0.862029265539811,0,2.250607838832123,1
77,0.9284237645651807,-0.6892989389453731,-0.5157674353695747,0.7773596323161693,1.0566737399074786,0,-0.5157642963990284,1
78,0.1449295766615436,-0.34986181466997024,-0.5157674353695747,1.015011866581061,0.2189453866035805,0,-0.5157642963990284,1
79,2.6146230739988687,2.7651596673033985,2.250621536158144,2.3574270122606813,2.8595932671264706,1,2.250607838832123,1
80,-0.9092825697515321,0.1068598111944266,-1.622323023980662,-0.11512652347237262,-0.9082402633762666,0,-1.6223131504914892,1
81,0.6040033781707705,-0.548748664655939,0.03751035893596896,0.034950843996215376,0.7097966854655257,0,0.03751013064720171,1
82,-0.43296760716565597,-0.0994965136458299,0.03751035893596896,-0.046943233333300166,-0.39895435491442865,0,0.03751013064720171,1
83,-0.6248084967271155,-0.016384321013730996,-0.5157674353695747,-0.1998803148257246,-0.604074641688582,0,-0.5157642963990284,1
84,-0.3607911346655978,-0.1307658895314563,1.1440659475470563,0.05518062764782619,-0.3217817627136626,0,1.1440589847396623,1
85,-0.36286709438201353,-0.12986651107130825,-1.0690452296751185,-0.08046041602903999,-0.3240014222103224,0,-1.069038723445259,1
86,-0.9092825697515321,0.141953976449258,-1.622323023980662,1.3109513828912198,-0.9082402633762666,1,-1.6223131504914892,1
87,0.20993384698953108,-0.3780239413665204,-0.5157674353695747,0.15913823018437362,0.2884493104109694,0,-0.5157642963990284,1
88,-0.9092825697515321,5.432399388615091,1.6973437418526,0.8923611311434112,-0.9082402633762666,1,1.6973334117858925,1
89,3.2812247737807865,-1.708614743568336,0.03751035893596896,0.05518062764784478,3.5723377301863133,0,0.03751013064720171,1
90,-0.6517417980188919,-0.004715871548668759,-0.5157674353695747,-0.15411449822605958,-0.6328722900802923,0,-0.5157642963990284,1
91,0.7226972854332201,-0.6001710225651624,2.250621536158144,0.26447575352171193,0.8367066906874239,0,2.250607838832123,1
92,-0.6038641918772966,-0.025458127454072162,-0.5157674353695747,0.03725733150798919,-0.5816805534058345,0,-0.5157642963990284,1
93,-0.10175856136961223,-0.24298787296250748,1.1440659475470563,0.17684046477865262,-0.044818724021656056,0,1.1440589847396623,1
94,0.23026382500183154,-0.3868315999039009,-0.5157674353695747,-0.2870199932193466,0.31018654760543796,0,-0.5157642963990284,1
95,0.05083922458114526,-0.3090985786111487,1.1440659475470563,0.2472164499057578,0.1183420165632778,0,1.1440589847396623,1
96,-0.520496040271565,-0.06157613071957406,-0.5157674353695747,1.032025094676088,-0.49254158410533866,0,-0.5157642963990284,1
97,0.0404718705415046,-0.30460707772206563,-0.5157674353695747,1.4789209863361956,0.10725702504472562,0,-0.5157642963990284,1
98,0.05687604596164188,-0.3117139410743251,-0.5157674353695747,1.10165625701732,0.12479671209561427,0,-0.5157642963990284,1
99,-0.058734036043497966,1.9493048067760763,2.8038993304636874,1.3946694332407779,0.0011839972615303282,1,2.8038822658783533,1
100,-0.4074798295638983,-0.11053871161855527,-0.5157674353695747,0.3138600289552571,-0.371702290649821,0,-0.5157642963990284,1
101,-0.7779170060869193,0.04994764790392148,-0.5157674353695747,0.223121219019805,-0.7677814584117435,0,-0.5157642963990284,1
