bus,voltage,load_MW,p_inj_mw,neighbor_count,voltage_class,scenario
115,1.0050000000000001,222.37205610254713,-222.37205610254713,0.0,3,0
116,0.9728441192080166,22.525899515896608,-22.525899515896608,1.0,1,0
117,0.9455106400709422,37.46825843099311,-37.46825843099311,2.0,0,0
0,0.9549999999999996,58.87692566682682,-58.87692566682682,2.0,1,1
1,0.9709279573417067,23.420469226626377,-23.420469226626377,2.0,1,1
2,0.9671372154043936,45.81783463723688,-45.81783463723688,3.0,1,1
3,0.9979999999999999,49.58342202539044,-49.58342202539044,2.0,2,1
4,1.0021561438228161,0.0,0.0,4.0,3,1
5,0.9899999999999995,63.6936938409698,-63.6936938409698,2.0,2,1
6,0.9892645190161157,21.180748483587287,-21.180748483587287,2.0,2,1
7,1.0150000000000001,33.9383587630604,-33.9383587630604,2.0,3,1
8,1.042918205113094,0.0,0.0,2.0,4,1
9,1.0500000000000007,0.0,450.0,1.0,4,1
10,0.9839238004076747,87.99881192307038,-87.99881192307038,4.0,2,1
11,0.9900000000000001,53.133573830942396,31.866426169057604,7.0,2,1
12,0.9651459537173888,45.901277248643304,-45.901277248643304,2.0,1,1
13,0.9833449921981233,15.61823983915344,-15.61823983915344,2.0,2,1
14,0.9699999999999995,123.97073046348768,-123.97073046348768,5.0,1,1
15,0.9828424571116372,28.243348561849068,-28.243348561849068,2.0,2,1
16,0.9943770200625246,14.883797340272583,-14.883797340272583,5.0,2,1
17,0.9730000000000001,82.2477565906971,-82.2477565906971,2.0,1,1
18,0.962,62.724204187919,-62.724204187919,4.0,1,1
19,0.9508512688473999,24.130939753477403,-24.130939753477403,2.0,1,1
20,0.9489538271365354,18.67380567123958,-18.67380567123958,2.0,0,1
21,0.9597464855647488,12.927449827986644,-12.927449827986644,2.0,1,1
22,0.9956808551399401,9.33589234461407,-9.33589234461407,4.0,2,1
23,0.992,14.824753612811275,-14.824753612811275,3.0,2,1
24,1.0500000000000003,0.0,220.0,2.0,4,1
25,1.0149999999999997,0.0,314.0,1.0,3,1
26,0.9679999999999999,89.51824916568467,-89.51824916568467,4.0,1,1
27,0.960554529888956,21.322536637971115,-21.322536637971115,2.0,1,1
28,0.9622751678597532,32.57451943768241,-32.57451943768241,2.0,1,1
29,0.9801767153660276,0.0,0.0,3.0,2,1
30,0.9669999999999999,53.27011181615636,-46.27011181615636,3.0,1,1
31,0.9629999999999997,71.71608408097626,-71.71608408097626,5.0,1,1
32,0.9677853200883727,29.71298657153606,-29.71298657153606,2.0,1,1
33,0.9840000000000002,69.61640071976498,-69.61640071976498,4.0,2,1
34,0.9800052485803077,37.683707268444174,-37.683707268444174,2.0,2,1
35,0.9800000000000001,38.544258648420836,-38.544258648420836,2.0,2,1
36,0.9886447376040671,0.0,0.0,5.0,2,1
37,0.9478196660538608,0.0,0.0,2.0,0,1
38,0.9686422532269723,33.07680388561857,-33.07680388561857,2.0,1,1
39,0.9699999999999999,77.2048848224717,-77.2048848224717,4.0,1,1
40,0.9656238485287532,44.77938109227792,-44.77938109227792,2.0,1,1
41,0.9850000000000001,116.15210255499593,-116.15210255499593,4.0,2,1
42,0.9684922076613878,21.568476047827748,-21.568476047827748,2.0,1,1
43,0.9706811520695459,19.421427582689258,-19.421427582689258,2.0,1,1
44,0.9744454441867781,69.20331919274953,-69.20331919274953,3.0,1,1
45,1.0049999999999994,33.2937623863988,-14.293762386398797,3.0,3,1
46,1.003384374040051,47.07835085249647,-47.07835085249647,3.0,3,1
47,1.0194538364561143,27.498088117229067,-27.498088117229067,2.0,3,1
48,1.0250000000000001,108.25176217863205,95.74823782136795,12.0,4,1
49,0.9987719938950774,20.374642145523914,-20.374642145523914,2.0,2,1
50,0.9608591322418384,21.430717428133015,-21.430717428133015,3.0,1,1
51,0.9497949001193897,24.38222663937757,-24.38222663937757,2.0,0,1
52,0.9416034403560364,29.802852649864704,-29.802852649864704,2.0,0,1
53,0.9550000000000001,151.5688829674059,-103.5688829674059,6.0,1,1
54,0.9520000000000001,79.3684510176425,-79.3684510176425,3.0,1,1
55,0.9539999999999998,108.34952425754405,-108.34952425754405,6.0,1,1
56,0.9683357354186025,14.237360211056863,-14.237360211056863,2.0,1,1
57,0.9548692107113955,15.845615384317046,-15.845615384317046,2.0,1,1
58,0.9850000000000003,321.5198216887472,-166.5198216887472,6.0,2,1
59,0.9926024969788338,102.05827621435284,-102.05827621435284,3.0,2,1
60,0.9950000000000003,0.0,160.0,3.0,2,1
61,0.9980000000000002,104.58261047832814,-104.58261047832814,4.0,2,1
62,0.964538909940977,0.0,0.0,1.0,1,1
63,0.9798230485662309,0.0,0.0,2.0,1,1
64,1.005,0.0,391.0,2.0,3,1
65,1.0500000000000005,44.44560319642806,347.55439680357193,4.0,4,1
66,0.9811145838284595,35.96078982055212,-35.96078982055212,2.0,2,1
67,0.996007861438099,0.0,0.0,0.0,2,1
68,1.035,0.0,0.0,5.0,4,1
69,0.984,74.48289581495271,-74.48289581495271,5.0,2,1
70,0.9858290130916417,0.0,0.0,3.0,2,1
71,0.98,15.812576261777135,-15.812576261777135,2.0,2,1
72,0.9910000000000002,6.752087793882337,-6.752087793882337,1.0,2,1
73,0.9580000000000001,93.89317238309278,-93.89317238309278,2.0,1,1
74,0.9602809598718554,53.63745181353301,-53.63745181353301,5.0,1,1
75,0.943,94.36115701654523,-94.36115701654523,2.0,0,1
76,1.006,81.75618042235728,-81.75618042235728,7.0,3,1
77,1.0022526474673725,90.74542669513335,-90.74542669513335,2.0,3,1
78,1.0079300905820316,52.056702024165695,-52.056702024165695,2.0,3,1
79,1.04,174.00947872034035,302.9905212796597,7.0,4,1
80,0.9809314114361454,0.0,0.0,0.0,2,1
81,0.984516716321817,74.72563841764074,-74.72563841764074,3.0,2,1
82,0.9825602905095203,23.520300123035124,-23.520300123035124,3.0,2,1
83,0.9789066678832444,14.04725045468242,-14.04725045468242,2.0,1,1
84,0.9849999999999998,27.084354222463695,-27.084354222463695,5.0,2,1
85,0.9817595747127288,26.981843910151966,-26.981843910151966,1.0,2,1
86,1.0150000000000003,0.0,4.0,0.0,3,1
87,0.9874835170456663,55.26659477893617,-55.26659477893617,2.0,2,1
88,1.005,0.0,607.0,6.0,3,1
89,0.9850000000000002,206.92608490100238,-206.92608490100238,3.0,2,1
90,0.98,12.717291542101549,-12.717291542101549,2.0,2,1
91,0.9899999999999995,80.58671048313393,-80.58671048313393,7.0,2,1
92,0.9845718176411178,15.081474391847243,-15.081474391847243,2.0,2,1
93,0.9879064183081865,39.87531051005929,-39.87531051005929,5.0,2,1
94,0.9768249261792803,56.27048342805204,-56.27048342805204,2.0,1,1
95,0.9895876802303946,47.41054665755989,-47.41054665755989,5.0,2,1
96,1.0083365316786408,19.198170486851758,-19.198170486851758,2.0,3,1
97,1.019012745226236,46.89860960403904,-46.89860960403904,2.0,3,1
98,1.0100000000000002,47.70864321511415,-47.70864321511415,2.0,3,1
99,1.0170000000000003,41.999849581491226,210.00015041850878,8.0,3,1
100,0.9911797760513372,24.77887947861107,-24.77887947861107,2.0,2,1
101,0.9890120521362059,6.4867949275607915,-6.4867949275607915,2.0,2,1
102,1.01,28.18839727545362,11.811602724546379,4.0,3,1
103,0.971,50.627264144017005,-50.627264144017005,3.0,1,1
104,0.9650000000000002,40.34245214376991,-40.34245214376991,5.0,1,1
105,0.9589603266620498,51.603927082434275,-51.603927082434275,3.0,1,1
106,0.9519999999999997,68.47549821042304,-68.47549821042304,2.0,1,1
107,0.9657611532098805,2.6575192882423915,-2.6575192882423915,2.0,1,1
108,0.9665495593252917,9.449283858184423,-9.449283858184423,2.0,1,1
109,0.9730000000000001,47.16104660793303,-47.16104660793303,4.0,1,1
110,0.9799999999999999,0.0,36.0,1.0,1,1
111,0.975,81.21457559616697,-81.21457559616697,1.0,1,1
112,0.993,6.883700967525,-6.883700967525,2.0,2,1
113,0.9593583461267027,9.154680094101261,-9.154680094101261,2.0,1,1
114,0.959199365338029,30.37844125827991,-30.37844125827991,2.0,1,1
115,1.005,226.57230285337118,-226.57230285337118,0.0,3,1
116,0.9721460748631848,24.29991893666446,-24.29991893666446,1.0,1,1
117,0.9441998976605012,43.52388851590604,-43.52388851590604,2.0,0,1
0,0.9550000000000001,59.82811204705243,-59.82811204705243,2.0,1,2
1,0.9704554777125729,27.061530308575247,-27.061530308575247,2.0,1,2
2,0.9667529248084891,50.359787795597974,-50.359787795597974,3.0,1,2
3,0.998,50.495043886571004,-50.495043886571004,2.0,2,2
4,1.0021884079076597,0.0,0.0,4.0,3,2
5,0.99,67.65517078348114,-67.65517078348114,2.0,2,2
6,0.9891370035768842,25.248547208525313,-25.248547208525313,2.0,2,2
7,1.015,31.28811124646016,-31.28811124646016,2.0,3,2
8,1.042918205113094,0.0,0.0,2.0,4,2
9,1.05,0.0,450.0,1.0,4,2
10,0.9842154162000438,84.69877608358486,-84.69877608358486,4.0,2,2
11,0.9899999999999999,59.307336837189666,25.692663162810334,7.0,2,2
12,0.9663527959529075,40.85225612963273,-40.85225612963273,2.0,1,2
13,0.9827462434270048,18.946811267806183,-18.946811267806183,2.0,2,2
14,0.9699999999999999,112.02945773185692,-112.02945773185692,5.0,1,2
15,0.9818503883214257,33.26470692094534,-33.26470692094534,2.0,2,2
16,0.9943638085834616,14.911651205707857,-14.911651205707857,5.0,2,2
17,0.9729999999999998,75.08624669226296,-75.08624669226296,2.0,1,2
18,0.9620000000000003,61.77895529226322,-61.77895529226322,4.0,1,2
19,0.9512555922179046,22.970469278899692,-22.970469278899692,2.0,1,2
20,0.9494335006039839,18.97115205510163,-18.97115205510163,2.0,0,2
21,0.9603582905287849,12.021772386774574,-12.021772386774574,2.0,1,2
22,0.9959908748018691,8.74751561291612,-8.74751561291612,4.0,2,2
23,0.9919999999999999,16.372503059917854,-16.372503059917854,3.0,2,2
24,1.0499999999999998,0.0,220.0,2.0,4,2
25,1.015,0.0,314.0,1.0,3,2
26,0.9679999999999997,80.3360679485863,-80.3360679485863,4.0,1,2
27,0.9605914986355872,20.732617784177855,-20.732617784177855,2.0,1,2
28,0.9622810355172874,33.00483124237206,-33.00483124237206,2.0,1,2
29,0.9807994790908371,0.0,0.0,3.0,2,2
30,0.967,55.43773590070517,-48.43773590070517,3.0,1,2
31,0.963,68.04186650913432,-68.04186650913432,5.0,1,2
32,0.9689496164811346,27.638103885706276,-27.638103885706276,2.0,1,2
33,0.9839999999999998,68.29137327102978,-68.29137327102978,4.0,2,2
34,0.9802518649713339,36.54574900480587,-36.54574900480587,2.0,2,2
35,0.9800000000000002,42.72538226408744,-42.72538226408744,2.0,2,2
36,0.9899738178842031,0.0,0.0,5.0,2,2
37,0.9499652197543051,0.0,0.0,2.0,0,2
38,0.9568974608430026,33.33047935888066,-33.33047935888066,2.0,1,2
39,0.97,78.68919443393156,-78.68919443393156,4.0,1,2
40,0.9650602345529288,47.34309682629088,-47.34309682629088,2.0,1,2
41,0.985,105.81065634123885,-105.81065634123885,4.0,2,2
42,0.9701656846399066,21.301319375644393,-21.301319375644393,2.0,1,2
43,0.972645075961903,20.974560635354685,-20.974560635354685,2.0,1,2
44,0.9760322721818073,68.37693939180127,-68.37693939180127,3.0,1,2
45,1.0050000000000001,39.0471699593573,-20.047169959357298,3.0,3,2
46,1.002365267110034,43.72764863851205,-43.72764863851205,3.0,3,2
47,1.0198376183256592,24.8650352417664,-24.8650352417664,2.0,3,2
48,1.0250000000000004,115.5733898991026,88.4266101008974,12.0,4,2
49,0.9982177580108826,23.30697214701667,-23.30697214701667,2.0,2,2
50,0.9607098968653623,22.37554932826359,-22.37554932826359,3.0,1,2
51,0.9495435778942337,25.00134060716665,-25.00134060716665,2.0,0,2
52,0.9413501096483194,30.69583567809342,-30.69583567809342,2.0,0,2
53,0.9549999999999998,153.6845687570793,-105.68456875707929,6.0,1,2
54,0.9519999999999997,71.45656694537074,-71.45656694537074,3.0,1,2
55,0.9539999999999998,110.85682027544345,-110.85682027544345,6.0,1,2
56,0.9681093514481782,14.784319318298529,-14.784319318298529,2.0,1,2
57,0.9549095474362421,15.191173688680593,-15.191173688680593,2.0,1,2
58,0.9850000000000002,359.0559102279838,-204.05591022798382,6.0,2,2
59,0.9923527433135272,108.49367373091032,-108.49367373091032,3.0,2,2
60,0.995,0.0,160.0,3.0,2,2
61,0.998,107.44375368107052,-107.44375368107052,4.0,2,2
62,0.9639084762754256,0.0,0.0,1.0,1,2
63,0.9797324958745472,0.0,0.0,2.0,1,2
64,1.005,0.0,391.0,2.0,3,2
65,1.05,46.27227047220849,345.7277295277915,4.0,4,2
66,1.0178019478375504,36.9635293784785,-36.9635293784785,2.0,3,2
67,0.9960041424291692,0.0,0.0,0.0,2,2
68,1.035,0.0,0.0,5.0,4,2
69,0.9840000000000003,87.44967405111832,-87.44967405111832,5.0,2,2
70,0.9859023261529839,0.0,0.0,3.0,2,2
71,0.9800000000000002,14.447374300726977,-14.447374300726977,2.0,2,2
72,0.9910000000000001,6.8229655947555985,-6.8229655947555985,1.0,2,2
73,0.958,75.63531798982869,-75.63531798982869,2.0,1,2
74,0.960652106987928,62.66053809816142,-62.66053809816142,5.0,1,2
75,0.9430000000000001,84.78987473306488,-84.78987473306488,2.0,0,2
76,1.0060000000000002,85.13538510175715,-85.13538510175715,7.0,3,2
77,1.0022934410147,88.00393461692481,-88.00393461692481,2.0,3,2
78,1.0078609888053758,54.34162865516393,-54.34162865516393,2.0,3,2
79,1.0399999999999998,159.05146408556834,317.94853591443166,7.0,4,2
80,0.9814042548587477,0.0,0.0,0.0,2,2
81,0.9850403859658157,72.25765083907154,-72.25765083907154,3.0,2,2
82,0.9829295812215837,22.508915633870995,-22.508915633870995,3.0,2,2
83,0.9790301235526694,13.93302364345462,-13.93302364345462,2.0,1,2
84,0.9849999999999999,32.17483046629721,-32.17483046629721,5.0,2,2
85,0.9812661164142642,28.925620503485295,-28.925620503485295,1.0,2,2
86,1.015,0.0,4.0,0.0,3,2
87,0.9862583535978708,64.645196504891,-64.645196504891,2.0,2,2
88,1.005,0.0,607.0,6.0,3,2
89,0.9850000000000001,181.10786856013743,-181.10786856013743,3.0,2,2
90,0.9800000000000001,12.118107023920203,-12.118107023920203,2.0,2,2
91,0.9900000000000002,72.4496202101201,-72.4496202101201,7.0,2,2
92,0.9846481596607392,13.59341624801241,-13.59341624801241,2.0,2,2
93,0.9879819869388893,39.07775065800735,-39.07775065800735,5.0,2,2
94,0.9770257259434516,55.1870532735274,-55.1870532735274,2.0,1,2
95,0.9896452247450246,50.620415783368536,-50.620415783368536,5.0,2,2
96,1.0084591574322654,20.394554466250483,-20.394554466250483,2.0,3,2
97,1.0199111295389407,44.9422009784604,-44.9422009784604,2.0,3,2
98,1.01,56.29098206054356,-56.29098206054356,2.0,3,2
99,1.0169999999999992,41.2434971790384,210.7565028209616,8.0,3,2
100,0.9908341355039286,25.74793199291257,-25.74793199291257,2.0,2,2
101,0.988818005819103,6.432846660062869,-6.432846660062869,2.0,2,2
102,1.0099999999999998,31.221064601911277,8.778935398088723,4.0,3,2
103,0.971,41.85130142431212,-41.85130142431212,3.0,1,2
104,0.9650000000000004,38.886052881682055,-38.886052881682055,5.0,1,2
105,0.9588929746682268,56.037007451800726,-56.037007451800726,3.0,1,2
106,0.9519999999999998,55.4441093369292,-55.4441093369292,2.0,1,2
107,0.9655109524266147,2.4408133345320326,-2.4408133345320326,2.0,1,2
108,0.9662276390162935,10.949523715320872,-10.949523715320872,2.0,1,2
109,0.9729999999999998,50.75786986361355,-50.75786986361355,4.0,1,2
110,0.9800000000000002,0.0,36.0,1.0,2,2
111,0.975,79.64823061255619,-79.64823061255619,1.0,1,2
112,0.993,8.135006033337442,-8.135006033337442,2.0,2,2
113,0.9593574288191857,9.635275416182834,-9.635275416182834,2.0,1,2
114,0.9592080061476933,29.83207482955079,-29.83207482955079,2.0,1,2
115,1.0049999999999997,218.90168954176357,-218.90168954176357,0.0,3,2
116,0.9716526571878665,25.541921505298895,-25.541921505298895,1.0,1,2
117,0.9448329682749872,40.22970667070356,-40.22970667070356,2.0,0,2
0,0.9549999999999997,63.973120693848614,-63.973120693848614,2.0,1,3
1,0.9710465235121177,22.074819267647282,-22.074819267647282,2.0,1,3
2,0.966578579644928,52.21353410883143,-52.21353410883143,3.0,1,3
3,0.998,48.98669178443812,-48.98669178443812,2.0,2,3
4,1.002154967736206,0.0,0.0,4.0,3,3
5,0.9900000000000003,63.564198313624814,-63.564198313624814,2.0,2,3
6,0.9892595249342928,21.436210189609557,-21.436210189609557,2.0,2,3
7,1.015,38.27311394207334,-38.27311394207334,2.0,3,3
8,1.0429182051130939,0.0,0.0,2.0,4,3
9,1.0499999999999994,0.0,450.0,1.0,4,3
10,0.9842683210678752,85.29515204085169,-85.29515204085169,4.0,2,3
11,0.99,61.324400534750005,23.675599465249995,7.0,2,3
12,0.9667682226673843,38.92361639495514,-38.92361639495514,2.0,1,3
13,0.982666811550789,19.438508444072337,-19.438508444072337,2.0,2,3
14,0.9700000000000005,103.81792756918945,-103.81792756918945,5.0,1,3
15,0.9825128895554172,28.99656494674618,-28.99656494674618,2.0,2,3
16,0.9941893173827193,14.934643439840455,-14.934643439840455,5.0,2,3
17,0.9729999999999998,82.42648939455475,-82.42648939455475,2.0,1,3
18,0.9619999999999999,52.363990001564574,-52.363990001564574,4.0,1,3
19,0.9514116640928861,22.33692479614407,-22.33692479614407,2.0,1,3
20,0.9495379980303456,18.480678599163884,-18.480678599163884,2.0,0,3
21,0.9601616979847298,13.635097201432405,-13.635097201432405,2.0,1,3
22,0.995763980924843,8.496010659578342,-8.496010659578342,4.0,2,3
23,0.992,16.316375998712775,-16.316375998712775,3.0,2,3
24,1.05,0.0,220.0,2.0,4,3
25,1.015,0.0,314.0,1.0,3,3
26,0.968,93.89855954407034,-93.89855954407034,4.0,1,3
27,0.9604318541483284,22.428793480929254,-22.428793480929254,2.0,1,3
28,0.9622753733967075,32.03731293618781,-32.03731293618781,2.0,1,3
29,0.9798781428716955,0.0,0.0,3.0,1,3
30,0.9669999999999997,54.65214626047569,-47.65214626047569,3.0,1,3
31,0.963,66.75168721344453,-66.75168721344453,5.0,1,3
32,0.9675211850756494,31.537415707058475,-31.537415707058475,2.0,1,3
33,0.9840000000000002,80.22063394598219,-80.22063394598219,4.0,2,3
34,0.9798450955989035,44.201164614601495,-44.201164614601495,2.0,1,3
35,0.9800000000000003,35.028721037594785,-35.028721037594785,2.0,2,3
36,0.9884594957831393,0.0,0.0,5.0,2,3
37,0.946177639867485,0.0,0.0,2.0,0,3
38,0.9686404095441496,31.355618673359576,-31.355618673359576,2.0,1,3
39,0.9699999999999996,87.32328722913151,-87.32328722913151,4.0,1,3
40,0.9661137241302252,40.95685504985961,-40.95685504985961,2.0,1,3
41,0.9850000000000001,133.80166945076965,-133.80166945076965,4.0,2,3
42,0.9672977171051867,21.836581273920675,-21.836581273920675,2.0,1,3
43,0.9683405263180822,21.052700161715954,-21.052700161715954,2.0,1,3
44,0.9723916158036048,72.41238030695989,-72.41238030695989,3.0,1,3
45,1.0050000000000001,34.11489106046069,-15.114891060460693,3.0,3,3
46,1.0035820822738226,40.65515138371659,-40.65515138371659,3.0,3,3
47,1.0196961825981494,25.652446773389478,-25.652446773389478,2.0,3,3
48,1.025,110.86382265482412,93.13617734517588,12.0,4,3
49,0.9992528254564755,20.786613885886467,-20.786613885886467,2.0,2,3
50,0.9620038600662506,21.769051254925312,-21.769051254925312,3.0,1,3
51,0.9509487844512085,24.85105939565907,-24.85105939565907,2.0,1,3
52,0.9424021493172019,28.52671777072352,-28.52671777072352,2.0,0,3
53,0.9549999999999997,130.9695599274464,-82.9695599274464,6.0,1,3
54,0.952,76.42919307648877,-76.42919307648877,3.0,1,3
55,0.954,102.3314959613466,-102.3314959613466,6.0,1,3
56,0.9689796014867758,13.671991294894394,-13.671991294894394,2.0,1,3
57,0.9559077050259032,13.786337401996398,-13.786337401996398,2.0,1,3
